polish,english,example,grammatical_type
uproszczę (uprościć),I will simplify,,
uprościsz (uprościć),You will simplify,,
uprościć,to simplify (once),,
uprość (uprościć),Simplify! (once),,
uprzejmy,polite,,
upuszczać,to drop (repeated),,
upuścić,to drop (once),,
upłynąć,to go by (once),,
upływ,passage,,
upływać,to go by (repeated),,
uratować,to rescue/save I (once),,
urlop,leave/holiday,,
uroczy,charming,,
uroczystość,ceremony (e.g. wedding/funeral),,
uroczysty,festive/celebratory,,
uroda,beauty,,
urodzaj,harvest,,
urodzajny,fertile,,
urodzenie,birth,,
urodzić,to give birth to (once),,
urok,appeal/attraction/charm,,
urosnąć,to grow (once),,
urozmaicać coś,to vary/diversify something (repeated),,
urozmaicić coś,to vary/diversify something (once),,
uruchamiać,to set in motion (repeated),,
uruchomić,to set in motion (once),,
urząd,government office,,
urządzenie,device/appliance/utensil,,
urzędnik,official or civil servant,,
uschnąć,to wither (once),,
usmażyć,to fry (once),,
uspokajać się,to calm (oneself) down (repeated),,
uspokoisz się (uspokoić się),You will calm down,,
uspokoić się,to calm (oneself) down (once),,
uspokoję się (uspokoić się),I will calm down,,
usprawiedliwienie,explanation/justification/excuse,,
ustalony,fixed/established,,
ustawa,law or bill,,
usunięty,ousted/expelled,,
usunąć,to remove (once),,
usuwać,to remove (repeated),,
usychać,to wither (repeated),,
usypiać,to put to sleep (repeated),,
uszkodzenie,damage/injury,,
uszkodzony,damaged,,
usługa,service,,
utkwić,to get stuck (once),,
utopić,to drown (once),,
utracić,to lose (something) (once),,
utrata,loss II,,
utrzymanie,upkeep/maintenance,,
utrzymać,"to maintain, to provide for (once)",,
utrzymywać,"to maintain, to provide for (repeated)",,
utworzyć,to establish/form (once),,
utwór,piece of work,,
uwaga,attention,,
uwalniać,to rid/free/liberate (repeated),,
uwieczniać,to immortalize (repeated),,
uwiecznić,to immortalize (once),,
uwolnić,to rid/free/liberate (once),,
uwzględniać,to take into consideration (repeated),,
uwzględnić,to take into consideration (once),,
uzależniać się od czegoś,to become addicted to something (repeated),,
uzależnienie,addiction,,
uzależnić się od czegoś,to become addicted to something (once),,
uzasadniać,to justify/defend a point of view (repeated),,
uzasadniony,justified,,
uzasadnić,to justify/defend a point of view (once),,
uznajesz (uznawać),You are acknowledging,,
uznaję (uznawać),I am acknowledging,,
uznam (uznać),I will acknowledge,,
uznany,recognized,,
uznasz (uznać),You will acknowledge,,
uznawać,to acknowledge (repeated),,
uznać,to acknowledge (once),,
uzupełniać,to fill out (repeated),,
uzupełnić,to fill out (once),,
ułamek,fraction,,
ułożyć,to arrange/align (once),,
uśmierzać,to relieve/soothe (repeated),,
uśmierzyć,to relieve/soothe (once),,
uśpisz (uśpić),You will put to sleep,,
uśpić,to put to sleep (once),,
uśpię (uśpić),I will put to sleep,,
użalać się nad kimś,to pity somebody,,
użyjesz (użyć),You will use,,
użyję (użyć),I will use,,
użytek,use,,
używanie,using,,
używać,to use (repeated),,
użyć,to use (once),,
w ciągu,in the course of,,
w międzyczasie,in the meantime,,
w oddali,in the distance,,
w ogóle,in general,,
w pobliżu,in the vicinity,,
wada,flaw,,
wahanie,hesitation,,
walać się,to scatter about,,
walka,fight/battle/struggle,,
walor,virtue II,,
waluta,currency,,
warownia,stronghold,,
warstwa,layer/coat,,
warsztat,workshop,,
wartość,value,,
warunek,term/condition,,
ważyć,to weigh (repeated),,
wbijać,to hammer/plunge/sink (repeated),,
wbijesz (wbić),You will hammer/plunge/sink,,
wbiję (wbić),I will hammer/plunge/sink,,
wbić,to hammer/plunge/sink (once),,
wbrew,against,,
wbudowany,built-in,,
wcale,whatsoever/in the least,,
wciąż,still/always/continually,,
wczasy pracownicze,worker's holiday,,
wcześniej,earlier,,
wdech,inhalation,,
wdowa,widow,,
wdowiec,widower,,
wdzięczność,gratitude,,
wdzięczny,grateful,,
według,according to,,
wejście,entrance,,
welon,veil,,
wersalka,sofa-bed,,
wesołość,cheerfulness,,
wesprzesz (wesprzeć),You will support,,
wesprzeć,to support (once),,
wesprzyj (wesprzeć),Support! (once),,
wesprę (wesprzeć),I will support,,
weterynarz,vet,,
wewnątrz,inside,,
wewnętrzny,internal,,
wezmę (wziąć),I will take,,
wezwanie,summons/calls,,
wezwany,summoned,,
wezwać,to summon (once),,
wezwiesz (wezwać),You will summon,,
wezwę (wezwać),I will summon,,
weź (wziąć),Take! (once),,
weźmiesz (wziąć),You will take,,
wiara,faith,,
wiatrak,fan or windmill,,
widocznie,apparently/evidently,,
widownia,audience,,
wiec,rally or mass meeting,,
wieczny,eternal/endless,,
wiedza,knowledge,,
wiedźma,witch/hag,,
wieko,lid,,
wiele książąt,many princes,,
wielokrotnie,repeatedly,,
wiercić,to drill (repeated),,
wierność,fidelity/faithfulness,,
wierny,faithful,,
wiertło,drill,,
wierzyć,to believe,,
wierzący,believer,,
wieszak,hanger/coat-stand/coat-rack,,
wietrzny,windy,,
wieża,tower,,
wieżowiec,high rise block,,
winny,guilty,,
wiosenny,spring-like,,
wioska,hamlet/village,,
wisieć,to hang,,
wisisz (wisieć),You are hanging,,
wiszę (wisieć),I am hanging,,
witać,to welcome (repeated),,
witryna,website,,
wizerunek,image,,
wizytówka,business card,,
wiązać,to tie (repeated),,
wiążesz (wiązać),You are tying,,
wiążę (wiązać),I am tying,,
większość,most/majority,,
więzienie,prison,,
więzień,prisoner,,
więź,tie/bond,,
wjazd,slip road (entry),,
wkrótce,shortly,,
wkurzać się,to be pissed off (repeated),,
wkurzony,pissed off,,
wkurzyć się,to be pissed off (once),,
wkładać,to put/place (repeated),,
wniebogłosy,at the top of one's voice,,
wniosek,conclusion,,
wobec,towards,,
wojewoda,governor of province,,
wojna,war,,
wojsko,(military) forces,,
wojsko,army,,
wokół,around,,
wola,will,,
wolność,freedom,,
woreczek,pouch/bag,,
wozisz (wozić),You are transporting/driving,,
wozić,to transport/drive,,
wołać,to call (repeated),,
wożę (wozić),I am transporting/driving,,
wpadać,to fall/plunge/run into (repeated),,
wpaść,to fall/plunge/run into (once),,
wpisać,to enter (content) (once),,
wpisywać,to enter (content) (repeated),,
wprawdzie,admittedly,,
wprost,straight ahead,,
wprowadzać,to let/bring/show in (repeated),,
wprowadzić,to let/bring/show in (once),,
wpuszczać,to let in (repeated),,
wpuścić,to let in (once),,
wpłynąć,to influence (once),,
wpływ,influence,,
wpływać,to influence (repeated),,
wrabiać,to frame (repeated),,
wracać,to return (repeated),,
wrak,wreck,,
wraz z kimś/czymś,along with somebody/something,,
wrażenie,impression,,
wrażliwość,sensitivity,,
wrażliwy,sensitive,,
wrobić,to frame (once),,
wrona,crow,,
wrzask,scream/squawk,,
wrzesień,September,,
wrzesz (wrzeć),You will boil,,
wrzeć,to boil (repeated),,
wrócisz (wrócić),You will return,,
wrócić,to return (once),,
wrócę (wrócić),I will return,,
wróg,enemy,,
wróć (wrócić),Return! (once),,
wróżka,fairy or fortune-teller,,
wrę (wrzeć),I will boil,,
wręczanie,presentation (i.e. a handing over of),,
wręczać,to award/hand (repeated),,
wręczyć,to award/hand (once),,
wschód,east,,
wsiadać,to embark/board (repeated),,
wsiąść,to embark/board (once),,
wskazać,to indicate/suggest (once),,
wskazywać,to indicate/suggest (repeated),,
wskazówka,pointer,,
wsparcie,support,,
wspierać,to support (repeated),,
wspominać,to recollect/remember (repeated),,
wspomnienie,memory/recollection,,
wspomnieć,to recollect/remember (once),,
wspólny,common/shared,,
współczesny,contemporary/current,,
współczucie,sympathy/compassion,,
współpraca,cooperation/collaboration,,
współpracować,to cooperate/collaborate,,
współżycie,co-existence,,
wstawać,to get up (repeated),,
wstawiać,to put/insert/replace (repeated),,
wstawić,to put/insert/replace (once),,
wstać,to get up (once),,
wstążka,hair ribbon,,
wstęp,access,,
wsunąć,to slip (e.g. hands) (once),,
wsuwać,to slip (e.g. hands) (repeated),,
wszechświat,(the) universe,,
wszelki,every/all possible,,
wtajemniczony,in-the-know,,
wybaczać,to forgive (repeated),,
wybaczyć,to forgive (once),,
wybierać,to choose/select/pick (repeated),,
wybijać,to strike (repeated),,
wybijesz (wybić),You will strike,,
wybiję (wybić),I will strike,,
wybić,to strike (once),,
wybrany,chosen,,
wybrać,to choose/select/pick (once),,
wybrzeże,coast,,
wybuch,explosion/eruption/outbreak,,
wybuchać,to explode/erupt (repeated),,
wybuchnąć,to explode/erupt (once),,
wycelować,to aim (once),,
wychodzić,to leave (on foot) (repeated),,
wychować,to raise (e.g. children) (once),,
wychowywać,to raise (e.g. children) (repeated),,
wycieraj (wycierać),Wipe! (repeated),,
wycieram (wycierać),I am wiping,,
wycierasz (wycierać),You are wiping,,
wycierać,to wipe (repeated),,
wyciągać,to pull out or to stretch (repeated),,
wyciągnąć,to pull out or to stretch (once),,
wyczyn,achievement,,
wyczyścić,to clean/brush (once),,
wydajny,efficient,,
wydarzenie,event,,
wydatek,expense,,
wydrukować,to print (once),,
wyganiać,to chase off/out (repeated),,
wygonić,to chase off/out (once),,
wygrać,to win (once),,
wygrywać,to win (repeated),,
wyjazd,trip or slip road (exit),,
wyjaśniać,to explain (repeated),,
wyjaśnienie,explanation,,
wyjaśnić,to explain (once),,
wyjmować,to take out (repeated),,
wyjątek,exception,,
wyjątkowy,exceptional,,
wyjąć,to take out (once),,
wyjście,exit,,
wyjść,to leave (on foot) (once),,
wyjść za mąż,to get married (to a man),,
wykazać,to show/exhibit (once),,
wykazywać,to show/exhibit (repeated),,
wykonać,to carry out or execute (once),,
wykonywanie,execution,,
wykonywać,to carry out or execute (repeated),,
wykorzystać,"to make use of, to take advantage of (once)",,
wykorzystywać,"to make use of, to take advantage of (repeated)",,
wykraczać poza coś,to exceed something (repeated),,
wykreślić,to trace/plot/sketch (once),,
wykroczyć poza coś,to exceed something (once),,
wykrywać,to detect (repeated),,
wykryć,to detect (once),,
wykształcenie,education,,
wykształcony,educated,,
wykładowca,lecturer,,
wykładzina,floor-covering,,
wylansować,to promote/launch (once),,
wylać,to pour out (once),,
wyleczyć,to treat/cure/heal (once),,
wylewać,to pour out (repeated),,
wylosować,to draw (e.g. a card) (once),,
wylądować,to land (once),,
wymagający,demanding,,
wymaganie,requirement/demand,,
wymagać,to need/require/demand,,
wymarzony,ideal/dream,,
wymawiać,to pronounce/utter (repeated),,
wymiana,exchange/interchange,,
wymieniony,mentioned,,
wymieszać,to mix (once),,
wymyślać,to invent (repeated),,
wymyślić,to invent (once),,
wymyślny,fancy/sophisticated,,
wymówić,to pronounce/utter (once),,
wynagrodzenie,salary/remuneration,,
wynajem,renting/hiring/leasing,,
wynajmiesz (wynająć),You will hire,,
wynajmować,to hire (repeated),,
wynajmę (wynająć),I will hire,,
wynająć,to hire (once),,
wynalazek,invention,,
wynegocjować,to negotiate (once),,
wynik,result,,
wynurzać się,to emerge (repeated),,
wynurzyć się,to emerge (once),,
wyobrazić sobie,to imagine (once),,
wyobraźnia,imagination,,
wyobrażać sobie,to imagine (repeated),,
wypadek,"accident (as in, crash)",,
wypchnąć,to push out (once),,
wypierać,to displace/oust (repeated),,
wyplujesz (wypluć),You will spit out,,
wypluję (wypluć),I will spit out,,
wypluwać,to spit out (repeated),,
wypluć,to spit out (once),,
wypoczynek,leisure/rest,,
wypoczęty,rested,,
wypowiadać,"to express verbally, to give voice to (repeated)",,
wypowiedzieć,"to express verbally, to give voice to (once)",,
wypowiedź,statement,,
wypracować,to develop (once),,
wypracowywać,to develop (repeated),,
wyprasować,to press/iron (once),,
wyprawa,expedition,,
wyprać,to launder (once),,
wyprostować,to straighten (out) (once),,
wyprowadzać się,to move out (repeated),,
wyprowadzić się,to move out (once),,
wyprzedaż,clearance sale,,
wyprzeć,to displace/oust (once),,
wypuszczać,to release (repeated),,
wypuszczę (wypuścić),I will release,,
wypuścisz (wypuścić),You will release,,
wypuścić,to release (once),,
wypychać,to push out (repeated),,
wypytać,to quiz/question (once),,
wypytujesz (wypytywać),You are quizzing,,
wypytuję (wypytywać),I am quizzing,,
wypytywać,to quiz/question (repeated),,
wypłynąć,to set sail or to surface (once),,
wypływać,to set sail or to surface (repeated),,
wyrafinowany,sophisticated/refined,,
wyraz,word,,
wyrazić,to express (once),,
wyraźny,clear/distinct,,
wyrażanie,expressing,,
wyrażać,to express (repeated),,
wyruszać,to set out/off (repeated),,
wyruszyć,to set out/off (once),,
wyróżnienie,award or honourable mention,,
wyschnąć,to dry up (once),,
wysiłek,effort,,
wysokość,height,,
wyspać się,to sleep well (once),,
wystawa,exhibition/show,,
wystawny,sumptuous,,
wystrugać,to carve (once),,
wystrój,decoration,,
wystąpić,to stand out (once),,
występować,to stand out (repeated),,
wysuszyć,to dry (once),,
wysychać,to dry up (repeated),,
wysypiać się,to sleep well (repeated),,
wysyłać,to send (repeated),,
wyszaleć się,"to let off steam, to have fun",,
wyszczotkować,to brush (once),,
wyszorować,to scrub (once),,
wyszukiwarka,search engine,,
wysłać,to send (once),,
wytrwać,to persevere,,
wytrzesz (wytrzeć),You will wipe,,
wytrzeć,to wipe (once),,
wytrzyj (wytrzeć),Wipe! (once),,
wytrzymać,to endure/withstand (once),,
wytrzymywać,to endure/withstand (repeated),,
wytrę (wytrzeć),I will wipe,,
wytwarzanie,production,,
wytwarzać,to produce/generate (repeated),,
wytworzyć,to produce/generate (once),,
wytyczać,to mark out (repeated),,
wytyczyć,to mark out (once),,
wytłumaczyć,to explain/translate/interpret (once),,
wywiad,(an) interview (with the media),,
wywiercić,to drill (once),,
wywiązać,"to set in, to ensue (once)",,
wywiązywać,"to set in, to ensue (repeated)",,
wywiążesz (wywiązać),You will set in,,
wywiążę (wywiązać),I will set in,,
wywołać,to elicit/invoke/induce (once),,
wywoływać,to elicit/invoke/induce (repeated),,
wyzdrowieć,to recuperate (once),,
wyznaczać,to appoint/designate (repeated),,
wyznaczyć,to appoint/designate (once),,
wyznanie,declaration,,
wyznawać,to confide/confess/profess (repeated),,
wyznać,to confide/confess/profess (once),,
wyzwanie,challenge,,
wyzwisko,insult,,
wyćwiczyć,to exercise (once),,
wyłaniać,to appoint (repeated),,
wyłonić,to appoint (once),,
wyłączać,to turn off (repeated),,
wyłączenie,exclusion/cut-off,,
wyłącznie,solely/uniquely/exclusively,,
wyłączyć,to turn off (once),,
wyścig,race,,
wyślesz (wysłać),You will send,,
wyślę (wysłać),I will send,,
wyświetlać,to screen (a film) (repeated),,
wyświetlić,to screen (a film) (once),,
wyższy,higher,,
wzajemnie,"mutually, reciprocally",,
wzdłuż,along/longways,,
wzgląd,respect/regard,,
wzgórze,hill,,
wzmacniać,to strengthen (repeated),,
wzmocnić,to strengthen (once),,
wzniesienie,elevation,,
wznieść,to lift/raise (once),,
wznosić,to lift/raise (repeated),,
wzorcowy,model/benchmark,,
wzornictwo,design,,
wzrastać,to rise/grow/increase (repeated),,
wzrok,eyesight/vision,,
wzrosnąć,to rise/grow/increase (once),,
wzruszać,to move/touch (repeated),,
wzruszenie,emotion,,
wzruszyć,to move/touch (once),,
wzywać,to summon (repeated),,
wzór,pattern,,
wódz,leader/chief/chieftain,,
wówczas,then,,
wóz,cart/wagon,,
wóź (wozić),Transport/drive!,,
wąchać,to smell/sniff (repeated),,
wąski,narrow,,
wątek,plot/thread,,
wątpić,to doubt,,
wątpliwość,doubt,,
wędka,fishing rod,,
wędrować,to roam/ramble/trek/hike,,
węgiel,coal,,
władza,power/authority,,
włamać się,to break into (once),,
włamiesz się (włamać się),You will break into,,
włamię się (włamać się),I will break into,,
włamywać się,to break into (repeated),,
własność,possession/property,,
właściciel,owner,,
właściwie,exactly/actually/basically,,
właściwy,correct/proper/right/appropriate,,
włożyć,to put/place (once),,
włókienniczy,textile,,
włączać,to turn on (repeated),,
włączyć,to turn on (once),,
wściekły,furious,,
wśród,among,,
z namaszczeniem,with solemnity,,
z zawodu,by profession,,
za,behind,,
za pomocą,using (with the help of),,
zaangażowany,committed,,
zaangażować się,to involve oneself in (once),,
zaapelować,to appeal (once),,
zabawa,fun,,
zabezpieczać,to protect/guard (repeated),,
zabezpieczyć,to protect/guard (once),,
zabieg,operation/procedure,,
zabiegać o coś,to strive for something,,
zabierać,to take away (repeated),,
zabijać,to kill (repeated),,
zabić,to kill (once),,
zabraknąć,to run short of,,
zabraniać,to forbid (repeated),,
zabrać,to take away (once),,
zabronić,to forbid (once),,
zabrzmieć,to sound (once),,
zabrzęczeć,to clink/chink (once),,
zaburzać,to upset/disturb (repeated),,
zaburzenia umysłowe/psychiczne,mental/psychological disorders,,
zaburzyć,to upset/disturb (once),,
zabytek,monument,,
zabytkowy,antique/vintage,,
zachodzić,to go behind (repeated),,
zachowanie,behaviour,,
zachować,to preserve/retain/keep (once),,
zachowywać,to preserve/retain/keep (repeated),,
zachwycać się,to enthuse/marvel (repeated),,
zachwycić się,to enthuse/marvel (once),,
zachwycony,enraptured/delighted,,
zachód,west,,
zachęcający,inviting/tempting,,
zachęcać,to coax/encourage (repeated),,
zachęcić,to coax/encourage (once),,
zachęta,incentive,,
zachłanność,greed,,
zaciekawiony,intrigued,,
zaciekły,fierce/ferocious,,
zaczaić się,to lurk (once),,
zaczniesz (zacząć),You will start,,
zacznij (zacząć),Start! (once),,
zacznę (zacząć),I will start,,
zaczynać,to start/begin (repeated),,
zacząć,to start/begin (once),,
zadanie,job/task,,
zadawać,to pose/set (repeated),,
zadać,to pose/set (once),,
zadbać,to care (for) (once),,
zadowalać,to satisfy (repeated),,
zadowolić,to satisfy (once),,
zadrapanie,scratch,,
zadrżeć,to shiver (once),,
zadziwiający,astonishing,,
zagadka,puzzle/riddle,,
zagrozić,to threaten (once),,
zagrożenie,threat/menace,,
zagubiony,lost,,
zaimek,pronoun,,
zaimek dzierżawczy,possessive pronoun,,
zaimek wskazujący,demonstrative pronoun,,
zainicjować,to initialize (once),,
zainteresowanie,interest,,
zajmiesz (zająć),You will capture/occupy/seize,,
zajmij (zająć),Capture/occupy/seize! (once),,
zajmować,to capture/occupy/seize (repeated),,
zajmuj (zajmować),Capture/occupy/seize! (repeated),,
zajmujesz (zajmować),You are capturing/occupying/seizing,,
zajmuję (zajmować),I am capturing/occupying/seizing,,
zajmę (zająć),I will capture/occupy/seize,,
zająć,to capture/occupy/seize (once),,
zajęcie,occupation/classes,,
zajść,to go behind (once),,
zakaz,ban,,
zakazany,banned/forbidden or seedy,,
zaklinacz węży,snake-charmer,,
zaklinać,to charm (repeated),,
zakląć,to charm (once),,
zakończenie,ending/conclusion,,
zakradać się,to sneak in (repeated),,
zakradniesz się (zakraść się),You will sneak in,,
zakradnę się (zakraść się),I will sneak in,,
zakraść się,to sneak in (once),,
zakres,range/extent/scope,,
zakrztusić się,to choke (once),,
zakręcać,to screw/tighten (repeated),,
zakręcić,to screw/tighten (once),,
zakręt,bend/turn/corner,,
zaktualizować,to update (once),,
zakład,bet,,
zakładać,"to found/establish/install, to put on clothes (repeated)",,
zakładnik,hostage,,
zalać,to flood (once),,
zaleta,virtue I,,
zalewać,to flood (repeated),,
zależność,dependence,,
zamach,assassination attempt,,
zamarzać,to freeze (repeated),,
zamarznąć,to freeze (once),,
zamek księcia,prince's castle,,
zamiar,intention,,
zamiatać,to sweep (repeated),,
zamieciesz (zamieść),You will sweep,,
zamieniać,to exchange/swap (repeated),,
zamienić,to exchange/swap (once),,
zamierzać,to intend (repeated),,
zamierzyć,to intend (once),,
zamieszanie,confusion/mix-up,,
zamieszczać,to run/publish (repeated),,
zamieszkanie,inhabitancy,,
zamieszkać,to inhabit (once),,
zamieszkiwać,to inhabit (repeated),,
zamieć,snowstorm/blizzard,,
zamieścić,to run/publish (once),,
zamieść,to sweep (once),,
zamilknąć,to fall silent (once),,
zamiotę (zamieść),I will sweep,,
zamożny,wealthy,,
zamrażarka,freezer,,
zamroczony,intoxicated,,
zamówienia,orders,,
zanieczyszczenie,pollution/contamination,,
zaniepokoić,to worry (once),,
zanim,before,,
zanotować,to note/log (once),,
zanurkować,to dive (once),,
zanurzać,to dip/immerse (repeated),,
zanurzyć,to dip/immerse (once),,
zaopiekować się,to look after (once),,
zapalać,to ignite (repeated),,
zapalisz (zapalić),You will ignite,,
zapalić,to ignite (once),,
zapalę (zapalić),I will ignite,,
zapamiętać,to memorise (once),,
zapamiętujesz (zapamiętywać),You are memorising,,
zapamiętuję (zapamiętywać),I am memorising,,
zapamiętywać,to memorise (repeated),,
zapanować,to reign/control (once),,
zapas,reserve/stock/supply,,
zapewne,surely,,
zapierać się,to brace (repeated),,
zapisać,to record/save (once),,
zapisywać,to record/save (repeated),,
zapolować,to hunt (once),,
zapominać,to forget (repeated),,
zapomnieć,to forget (once),,
zapragnąć,to desire (once),,
zaproponować,to propose (once),,
zaproszenie,invitation,,
zaprzeć się,to brace (once),,
zaprzyjaźnić się,to make friends with,,
zapłacić,to pay (for) (once),,
zapłakany,tearful/crying,,
zarabiać,to earn (money) (repeated),,
zarazić,to infect (once),,
zaraźliwy,contagious/infectious,,
zarażać,to infect (repeated),,
zareagować,to react (once),,
zarejestrować,to register (once),,
zarobić,to earn (money) (once),,
zarobki,earnings/wages,,
zarozumiały,big-headed,,
zarośnięty,overgrown,,
zarumienić się,to blush (once),,
zarysować,to scratch (once),,
zarysowywać,to scratch (repeated),,
zarząd,management/administration,,
zarządzanie,management,,
zarówno,as well as,,
zasada,rule,,
zasadzać,to plant (repeated),,
zasadzić,to plant (once),,
zaskakiwać,to spring into life (repeated),,
zaskakujący,surprising,,
zaskoczyć,to spring into life (once),,
zasmucić się,to be sad (once),,
zasnąć,to fall asleep (once),,
zastanawiać się,to consider (repeated),,
zastanowić się,to consider (once),,
zastrzyk,injection,,
zastygły,stagnant/frozen,,
zastąpić,to replace/substitute (once),,
zastępczy,alternative/replacement,,
zastępować,to replace/substitute (repeated),,
zasypać,to cover up (once),,
zasypiać,to fall asleep (repeated),,
zasypiesz (zasypać),You will cover up,,
zasypię (zasypać),I will cover up,,
zasypujesz (zasypywać),You are covering up,,
zasypuję (zasypywać),I am covering up,,
zasypywać,to cover up (repeated),,
zaszkodzić komuś/czemuś,to harm somebody/something (once),,
zasługiwać,to deserve (repeated),,
zasługujesz (zasługiwać),You deserve,,
zasługuję (zasługiwać),I deserve,,
zasłużysz (zasłużyć),You will deserve,,
zasłużyć,to deserve (once),,
zasłużę (zasłużyć),I will deserve,,
zatarg,dispute/clash/feud,,
zatem,thus/ergo,,
zatkany,clogged,,
zatonąć,to sink (once),,
zatroszczyć się,to take care of (once),,
zatrudniać,to employ (repeated),,
zatrudnić,to employ (once),,
zatrzymać,to stop (motion) (once),,
zatrzymywać,to stop (motion) (repeated),,
zatrząść się,to shake (once),,
zatłoczony,crowded,,
zaufanie,trust,,
zaufać,to trust (once),,
zauważać,to notice (repeated),,
zauważyć,to notice (once),,
zawalać się,"to cave in, to collapse (repeated)",,
zawalić się,"to cave in, to collapse (once)",,
zawartość,contents,,
zawarty,contained,,
zawdzięczać,to owe,,
zawiadowca,station-master,,
zawiedziesz się (zawieść się),You will be let down,,
zawierać,to contain (repeated),,
zawiesisty,thick,,
zawieść się,to be let down (once),,
zawieźć,to give a lift to (once),,
zawijać,to wrap up (repeated),,
zawiniątko,bundle,,
zawinąć,to wrap up (once),,
zawiodę się (zawieść się),I will be let down,,
zawiązać,to tie (once),,
zawiść,envy,,
zawodnik,player,,
zawodowy,professional I,,
zawodzić się,to be let down (repeated),,
zawozić,to give a lift to (repeated),,
zawołać,to call (once),,
zawrzeć,to boil (once),,
zawrzeć,to contain (once),,
zawstydzać się,to feel ashamed (repeated),,
zawstydzić się,to feel ashamed (once),,
zawód,profession,,
zazdrosny,jealous,,
zazdrościć,to be jealous,,
zazdrość,jealousy,,
zaznaczać,to mark/cross/check/tick (repeated),,
zaznaczyć,to mark/cross/check/tick (once),,
zazwyczaj,usually,,
załadować,to load (once),,
załatwiać,to take care of business (repeated),,
załatwić,to take care of business (once),,
założyć,"to found/establish/install, to put on clothes (once)",,
zaśmiać się,to laugh (once),,
zażenowanie,embarrassment,,
zażenować,to embarrass I (once),,
zażądać,to demand (once),,
zbadać,to research/investigate (once),,
zbierać,to collect/gather/save (repeated),,
zbity,battered,,
zbiór,collection II,,
zblednąć,to turn pale (once),,
zbliżać,to move/bring closer (repeated),,
zbliżyć,to move/bring closer (once),,
zboże,grain,,
zbrodnia,serious crime,,
zbroja,armour,,
zbudować,to build (once),,
zbulwersowany,appauled,,
zburzyć,to demolish/destroy (once),,
zbłądzić,to wander (once),,
zdanie,opinion/sentence,,
zdarzać się,to happen/occur (repeated),,
zdarzyć się,to happen/occur (once),,
zdawać egzamin,to pass an exam (repeated),,
zdać egzamin,to pass an exam (once),,
zdefiniować,to define (once),,
zdejmiesz (zdjąć),You will take off,,
zdejmij (zdjąć),Take off! (once),,
zdejmować,to take off (repeated),,
zdejmuj (zdejmować),Take off! (repeated),,
zdejmujesz (zdejmować),You are taking off,,
zdejmuję (zdejmować),I am taking off,,
zdejmę (zdjąć),I will take off,,
zderzenie,crash/collision,,
zdjąć,to take off (once),,
zdmuchiwać,to blow out (repeated),,
zdmuchniesz (zdmuchnąć),You will blow out,,
zdmuchnij (zdmuchnąć),Blow out! (once),,
zdmuchnąć,to blow out (once),,
zdmuchnę (zdmuchnąć),I will blow out,,
zdmuchuj (zdmuchiwać),Blow out! (repeated),,
zdmuchujesz (zdmuchiwać),You are blowing out,,
zdmuchuję (zdmuchiwać),I am blowing out,,
zdobywanie,acquisition,,
zdobywać,to conquer/seize/acquire/accumulate (repeated),,
zdobyć,to conquer/seize/acquire/accumulate (once),,
zdolny,able/capable,,
zdopingować,to support/boost (once),,
zdrada,betrayal/treason,,
zdradzać,to betray (repeated),,
zdradzić,to betray (once),,
zdrowiejesz (zdrowieć),You are recuperating,,
zdrowieję (zdrowieć),I am recuperating,,
zdrowieć,to recuperate (repeated),,
zdrowotny,health,,
zdrożeć,to become more expensive (once),,
zdrętwieć,to go numb (once),,
zdumiejesz (zdumieć),You will amaze/astound,,
zdumieję (zdumieć),I will amaze/astound,,
zdumiewać,to amaze/astound (repeated),,
zdumieć,to amaze/astound (once),,
zdyszany,breathless/panting,,
zdziwienie,surprise/astonishment,,
zdziwić się,to be surprised (once),,
zdążać,to be on time (repeated),,
zdążyć,to be on time (once),,
zebrać,to collect/gather/save (once),,
zechcieć,to feel like,,
zegniesz (zgiąć),You will bend,,
zegnij (zgiąć),Bend! (once),,
zegnę (zgiąć),I will bend,,
zejść,to descend (once),,
zemdleć,to faint (once),,
zemsta,revenge/vengeance,,
zemścić się,to avenge oneself on somebody (once),,
zepchnąć,to drive back (once),,
zepsuć,to break/spoil/ruin (once),,
zerwanie,severance,,
zerwać,to sever/strip (once),,
zerwiesz (zerwać),You will sever/strip,,
zerwę (zerwać),I will sever/strip,,
zespalać,to integrate (repeated),,
zespolić,to integrate (once),,
zespół,band/team/crew,,
zestaw,set/suite/kit,,
zestawienie,breakdown (e.g. of facts),,
zeszyt,exercise book,,
zeszły,past,,
zetknięcie,contact/encounter,,
zetknąć się,to adjoin (once),,
zewnątrz,outside,,
zewnętrzny,external,,
zgadnąć,to guess (once),,
zgadywać,to guess (repeated),,
zgadzać się,to agree (repeated),,
zgasić,"to put out, to extinguish (once)",,
zgasnąć,to go out (once),,
zginąć,to be killed (once),,
zgiąć,to bend (once),,
zgoda,agreement,,
zgodnie,in agreement,,
zgodzić się,to agree (once),,
zgrabny,shapely,,
zgromadzić,to amass/gather (once),,
zgwałcić,to rape/violate (once),,
zgłaszać,to report (repeated),,
zgłosić,to report (once),,
zgłoszenie,application/enrolment,,
ziarno,grain/particle,,
zimowy,wintery,,
ziomek,compatriot,,
zioło,herb,,
zjawisko,phenomenon,,
zlecać,to commission (repeated),,
zlecenie,commission,,
zlecić,to commission (once),,
zlew,kitchen sink,,
zmarnować,to waste (once),,
